questionTimestamp,questionEventType,questionText,questionAnswer,questionPosition,questionID,eventSource,Timestamp,validLeft,validRight,leftPupilValidity,rightPupilValidity,leftPupilDiameter,rightPupilDiameter,snapshotId,currentQuestion,clickTimestamp,clickedElement,leftX,leftY,rightX,rightY,x,y,leftDistance,rightDistance,tabName,element
,,,,,,eye-tracker,3025867.38,0,1,0,0,,,18,3,,,,,686.6858,37.0155,686.6858,37.0155,,64.1439,cca_main.bpmn,
,,,,,,eye-tracker,3025875.713,0,0,0,0,,,18,3,,,,,,,,,,,,
,,,,,,eye-tracker,3025884.046,0,1,0,0,,,18,3,,,,,685.565,46.8883,685.565,46.8883,,64.1849,cca_main.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3025892.377,0,1,0,0,,,18,3,,,,,687.4068,44.7083,687.4068,44.7083,,64.221,cca_main.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3025900.7,0,1,0,1,,2.439,18,3,,,,,684.5543,46.9363,684.5543,46.9363,,64.2516,cca_main.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3025909.042,0,1,0,0,,,18,3,,,,,684.721,41.0814,684.721,41.0814,,64.2669,cca_main.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3025917.38,0,1,0,0,,,18,3,,,,,691.0407,44.1078,691.0407,44.1078,,64.2842,cca_main.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3025925.696,0,1,0,1,,2.5331,18,3,,,,,691.2615,44.1791,691.2615,44.1791,,64.3,cca_main.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3025934.041,0,1,0,0,,,18,3,,,,,692.1418,51.8329,692.1418,51.8329,,64.3026,cca_main.bpmn,title-for-questionID_3
,,,,,,clickStream,,,,,,,,,,1664897388283,file-explorer-file_cca_1_validatecustomerdata.bpmn,,,,,,,,,,
,,,,,,eye-tracker,3025942.371,0,1,0,0,,,18,3,,,,,686.8245,51.9516,686.8245,51.9516,,64.3094,cca_main.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3025950.696,0,1,0,1,,2.5906,19,3,,,,,690.0899,51.9343,690.0899,51.9343,,64.3114,cca_1_validatecustomerdata.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3025959.038,0,1,0,0,,,19,3,,,,,681.3954,43.4131,681.3954,43.4131,,64.2999,cca_1_validatecustomerdata.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3025967.368,0,1,0,0,,,19,3,,,,,682.7943,40.6226,682.7943,40.6226,,64.2919,cca_1_validatecustomerdata.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3025975.692,0,1,0,1,,2.5906,19,3,,,,,681.3041,43.2765,681.3041,43.2765,,64.2816,cca_1_validatecustomerdata.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3025984.034,0,1,0,0,,,19,3,,,,,686.4103,48.9137,686.4103,48.9137,,64.2593,cca_1_validatecustomerdata.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3025992.36,0,1,0,0,,,19,3,,,,,689.0568,48.9255,689.0568,48.9255,,64.2424,cca_1_validatecustomerdata.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3026000.689,0,1,0,1,,2.6595,19,3,,,,,687.7461,49.1195,687.7461,49.1195,,64.2262,cca_1_validatecustomerdata.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3026009.031,0,1,0,0,,,19,3,,,,,689.8037,45.3436,689.8037,45.3436,,64.2007,cca_1_validatecustomerdata.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3026017.361,0,1,0,0,,,19,3,,,,,682.2793,48.1346,682.2793,48.1346,,64.182,cca_1_validatecustomerdata.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3026025.696,0,1,0,1,,2.5229,19,3,,,,,683.8656,49.7572,683.8656,49.7572,,64.1667,cca_1_validatecustomerdata.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3026034.132,0,1,0,0,,,19,3,,,,,687.2823,53.6912,687.2823,53.6912,,64.1436,cca_1_validatecustomerdata.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3026042.351,0,1,0,0,,,19,3,,,,,698.3604,54.446,698.3604,54.446,,64.1323,cca_1_validatecustomerdata.bpmn,title-for-questionID_3
,,,,,,eye-tracker,3026050.688,0,1,0,1,,2.5238,19,3,,,,,687.5815,105.3781,687.5815,105.3781,,64.1274,cca_1_validatecustomerdata.bpmn,option-answer-for-questionID_3_option_I don't know
,,,,,,eye-tracker,3026059.014,0,1,0,0,,,19,3,,,,,678.4882,167.446,678.4882,167.446,,64.1173,cca_1_validatecustomerdata.bpmn,
,,,,,,eye-tracker,3026067.448,0,1,0,0,,,19,3,,,,,699.4201,207.3207,699.4201,207.3207,,64.1185,cca_1_validatecustomerdata.bpmn,
,,,,,,eye-tracker,3026075.7,0,1,0,1,,2.5473,19,3,,,,,711.5449,237.0551,711.5449,237.0551,,64.1263,cca_1_validatecustomerdata.bpmn,
,,,,,,eye-tracker,3026084.009,0,1,0,0,,,19,3,,,,,731.8291,254.6184,731.8291,254.6184,,64.1296,cca_1_validatecustomerdata.bpmn,
,,,,,,eye-tracker,3026092.457,0,1,0,0,,,19,3,,,,,727.8753,283.03,727.8753,283.03,,64.1443,cca_1_validatecustomerdata.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3026100.676,0,1,0,1,,2.4998,19,3,,,,,736.6663,299.4452,736.6663,299.4452,,64.1646,cca_1_validatecustomerdata.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3026109.058,0,1,0,0,,,19,3,,,,,728.0325,319.2848,728.0325,319.2848,,64.177,cca_1_validatecustomerdata.bpmn,cca_1_validatecustomerdata
,,,,,,eye-tracker,3026117.345,0,1,0,0,,,19,3,,,,,727.253,361.1142,727.253,361.1142,,64.1977,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026125.673,0,1,0,1,,2.5253,19,3,,,,,726.8989,367.0915,726.8989,367.0915,,64.2234,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026134.011,0,1,0,0,,,19,3,,,,,727.5691,384.3725,727.5691,384.3725,,64.2398,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026142.36,0,1,0,0,,,19,3,,,,,733.0542,380.2282,733.0542,380.2282,,64.2619,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026150.753,0,1,0,1,,2.5467,19,3,,,,,725.0977,417.9421,725.0977,417.9421,,64.2824,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026159.01,0,1,0,0,,,19,3,,,,,719.0171,417.9381,719.0171,417.9381,,64.293,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026167.455,0,1,0,0,,,19,3,,,,,719.0887,417.9606,719.0887,417.9606,,64.3085,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026175.674,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026184.086,0,1,0,0,,,19,3,,,,,721.7639,395.1679,721.7639,395.1679,,64.3272,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026192.359,0,1,0,0,,,19,3,,,,,714.3992,406.5222,714.3992,406.5222,,64.3372,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026200.75,0,1,0,1,,2.5106,19,3,,,,,711.4379,403.4721,711.4379,403.4721,,64.3475,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026208.999,0,1,0,0,,,19,3,,,,,715.501,411.8907,715.501,411.8907,,64.35,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026217.337,0,1,0,0,,,19,3,,,,,715.3871,411.8882,715.3871,411.8882,,64.3614,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026225.706,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026233.996,0,1,0,0,,,19,3,,,,,720.6868,404.1923,720.6868,404.1923,,64.3752,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026242.374,0,1,0,0,,,19,3,,,,,713.4104,405.1534,713.4104,405.1534,,64.3868,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026250.74,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026259.003,0,1,0,0,,,19,3,,,,,713.0978,403.9632,713.0978,403.9632,,64.4025,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026267.33,0,1,0,0,,,19,3,,,,,717.0899,404.1858,717.0899,404.1858,,64.4165,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026275.717,0,1,0,1,,2.5279,19,3,,,,,715.9004,407.8413,715.9004,407.8413,,64.4299,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026283.995,0,1,0,0,,,19,3,,,,,709.5708,409.2751,709.5708,409.2751,,64.4357,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026292.327,0,1,0,0,,,19,3,,,,,700.9293,410.913,700.9293,410.913,,64.4507,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026300.655,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026309.009,0,1,0,0,,,19,3,,,,,733.2501,395.0973,733.2501,395.0973,,64.4717,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026317.367,0,1,0,0,,,19,3,,,,,760.1735,394.8617,760.1735,394.8617,,64.4871,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026325.713,0,1,0,1,,2.5131,19,3,,,,,774.4437,401.5748,774.4437,401.5748,,64.5024,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026334.059,0,1,0,0,,,19,3,,,,,744.794,422.6401,744.794,422.6401,,64.5084,cca_1_validatecustomerdata.bpmn,Activity_1bibbat
,,,,,,eye-tracker,3026342.418,0,1,0,0,,,19,3,,,,,762.3676,431.4175,762.3676,431.4175,,64.5215,cca_1_validatecustomerdata.bpmn,Activity_1bibbat
,,,,,,eye-tracker,3026350.649,0,1,0,1,,2.5267,19,3,,,,,765.1314,435.1093,765.1314,435.1093,,64.5338,cca_1_validatecustomerdata.bpmn,Activity_1bibbat
,,,,,,eye-tracker,3026358.987,0,1,0,0,,,19,3,,,,,764.8333,437.6492,764.8333,437.6492,,64.5374,cca_1_validatecustomerdata.bpmn,Activity_1bibbat
,,,,,,eye-tracker,3026367.316,0,1,0,0,,,19,3,,,,,764.8559,437.6415,764.8559,437.6415,,64.5481,cca_1_validatecustomerdata.bpmn,Activity_1bibbat
,,,,,,eye-tracker,3026375.645,0,1,0,1,,2.4948,19,3,,,,,760.3662,426.7852,760.3662,426.7852,,64.5605,cca_1_validatecustomerdata.bpmn,Activity_1bibbat
,,,,,,eye-tracker,3026383.975,0,1,0,0,,,19,3,,,,,760.4053,426.7832,760.4053,426.7832,,64.5635,cca_1_validatecustomerdata.bpmn,Activity_1bibbat
,,,,,,eye-tracker,3026392.13,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026400.463,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026408.796,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026417.129,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026425.462,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026433.795,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026442.128,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026450.461,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026458.794,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026467.127,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026475.46,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026481.813,0,1,0,1,,2.454,19,3,,,,,764.4689,443.4376,764.4689,443.4376,,64.59,cca_1_validatecustomerdata.bpmn,Activity_1bibbat
,,,,,,eye-tracker,3026489.504,0,1,0,0,,,19,3,,,,,751.968,426.2098,751.968,426.2098,,64.5946,cca_1_validatecustomerdata.bpmn,Activity_1bibbat
,,,,,,eye-tracker,3026497.6,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026505.695,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026514.025,0,1,0,0,,,19,3,,,,,756.9877,444.2191,756.9877,444.2191,,64.6149,cca_1_validatecustomerdata.bpmn,Activity_1bibbat
,,,,,,eye-tracker,3026522.401,1,0,0,0,,,19,3,,,762.7525,493.3426,,,762.7525,493.3426,64.6797,,cca_1_validatecustomerdata.bpmn,Activity_1bibbat
,,,,,,eye-tracker,3026530.705,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026539.029,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026547.369,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026555.747,1,1,1,1,2.3016,2.6153,19,3,,,758.0894,550.6274,763.0296,573.4973,760.5595,562.0623,64.7141,64.6612,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026564.06,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026572.372,0,1,0,0,,,19,3,,,,,762.4796,539.9453,762.4796,539.9453,,64.6624,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026580.69,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026589.02,1,0,0,0,,,19,3,,,771.2017,553.2921,,,771.2017,553.2921,64.7164,,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026597.373,0,1,0,0,,,19,3,,,,,804.0237,555.0626,804.0237,555.0626,,64.6654,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026605.686,0,1,0,1,,2.3717,19,3,,,,,773.0942,531.5165,773.0942,531.5165,,64.669,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026614.028,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026622.37,1,1,0,0,,,19,3,,,775.319,552.7643,783.8268,519.6884,779.5729,536.2264,64.9482,64.8982,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026630.681,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026639.02,0,1,0,0,,,19,3,,,,,774.5289,533.4855,774.5289,533.4855,,65.0266,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026647.362,0,1,0,0,,,19,3,,,,,771.5615,545.206,771.5615,545.206,,65.1372,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026655.678,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026664.008,0,1,0,0,,,19,3,,,,,773.8177,546.3273,773.8177,546.3273,,65.1121,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026672.384,1,1,0,0,,,19,3,,,777.9902,588.2941,795.5625,505.4181,786.7763,546.8561,65.0093,64.9603,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026680.682,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026689.011,0,1,0,0,,,19,3,,,,,755.5479,532.551,755.5479,532.551,,64.7834,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026697.357,0,1,0,0,,,19,3,,,,,755.5479,532.551,755.5479,532.551,,64.7415,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026705.673,0,1,0,1,,2.3606,19,3,,,,,761.3909,539.3686,761.3909,539.3686,,64.8706,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026714.003,0,1,0,0,,,19,3,,,,,786.0773,511.6457,786.0773,511.6457,,64.8955,cca_1_validatecustomerdata.bpmn,Activity_1bibbat
,,,,,,eye-tracker,3026722.359,0,1,0,0,,,19,3,,,,,777.5163,524.7179,777.5163,524.7179,,64.8624,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026730.679,0,1,0,1,,2.3186,19,3,,,,,778.0244,519.6973,778.0244,519.6973,,64.7198,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026739.066,0,1,0,0,,,19,3,,,,,779.1623,542.8546,779.1623,542.8546,,64.6589,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026747.35,1,0,0,0,,,19,3,,,776.8792,534.6907,,,776.8792,534.6907,64.6894,,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026755.667,0,1,0,1,,2.2793,19,3,,,,,777.5966,544.1168,777.5966,544.1168,,64.6457,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026763.999,0,1,0,0,,,19,3,,,,,780.6742,545.1127,780.6742,545.1127,,64.6652,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026772.357,0,1,0,0,,,19,3,,,,,787.3668,530.2207,787.3668,530.2207,,64.6655,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026780.673,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026788.997,0,1,0,0,,,19,3,,,,,763.8094,537.1576,763.8094,537.1576,,64.659,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026797.355,0,1,0,0,,,19,3,,,,,763.8094,537.1576,763.8094,537.1576,,64.6566,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026805.681,0,1,0,1,,2.2551,19,3,,,,,779.6372,515.8941,779.6372,515.8941,,64.6594,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026814.015,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026822.348,0,1,0,0,,,19,3,,,,,773.5282,534.1506,773.5282,534.1506,,64.6542,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026830.678,1,1,1,1,2.3471,2.2818,19,3,,,795.0743,614.9305,774.1959,535.8501,784.6351,575.3903,64.7075,64.6568,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026839.013,0,1,0,0,,,19,3,,,,,778.995,532.7953,778.995,532.7953,,64.6496,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026847.336,0,1,0,0,,,19,3,,,,,784.8634,527.7898,784.8634,527.7898,,64.6503,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026855.656,1,1,1,1,2.2172,2.3438,19,3,,,802.6895,576.8618,787.3017,543.4485,794.9956,560.1552,64.7049,64.6542,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026863.989,0,1,0,0,,,19,3,,,,,787.2828,544.6825,787.2828,544.6825,,64.6473,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026872.327,0,1,0,0,,,19,3,,,,,780.6955,535.6148,780.6955,535.6148,,64.6463,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026880.654,1,1,1,1,1.9917,2.29,19,3,,,754.0447,490.2365,783.5002,544.0643,768.7725,517.1504,64.6993,64.6487,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026889.003,0,1,0,0,,,19,3,,,,,782.2497,551.6508,782.2497,551.6508,,64.643,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026897.337,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026905.671,1,1,1,1,2.1715,2.2997,19,3,,,773.8929,580.954,783.5581,546.4686,778.7255,563.7113,64.7002,64.6498,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026914.001,1,1,0,0,,,19,3,,,780.466,584.1385,779.3856,538.3041,779.9258,561.2213,64.6951,64.6444,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026922.335,0,1,0,0,,,19,3,,,,,786.4197,525.6221,786.4197,525.6221,,64.6467,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026930.661,0,1,0,1,,2.1672,19,3,,,,,782.7046,514.1004,782.7046,514.1004,,64.652,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026938.986,0,1,0,0,,,19,3,,,,,776.2004,501.8806,776.2004,501.8806,,64.6501,cca_1_validatecustomerdata.bpmn,Activity_1bibbat
,,,,,,eye-tracker,3026947.319,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026955.66,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3026964.001,0,1,0,0,,,19,3,,,,,787.0318,510.6054,787.0318,510.6054,,64.6569,cca_1_validatecustomerdata.bpmn,Activity_1bibbat
,,,,,,eye-tracker,3026972.374,0,1,0,0,,,19,3,,,,,791.2039,513.1865,791.2039,513.1865,,64.6622,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3026980.647,1,1,1,1,2.2641,2.2663,19,3,,,763.6759,649.7562,794.6802,522.7934,779.1781,586.2748,64.7227,64.6733,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026988.973,1,1,0,0,,,19,3,,,776.1985,612.8752,788.3689,513.3588,782.2837,563.117,64.7254,64.6758,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3026997.376,1,1,0,0,,,19,3,,,773.2755,613.284,788.173,507.4997,780.7243,560.3919,64.7327,64.6839,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027005.647,1,1,1,1,2.3229,2.211,19,3,,,788.6866,600.8405,784.4766,499.9368,786.5816,550.3887,64.7586,64.7241,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027014.037,1,1,0,0,,,19,3,,,760.1651,589.1496,789.4794,495.9728,774.8222,542.5612,64.7553,64.7158,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027022.31,0,0,0,0,,,19,3,,,,,,,,,,,,
,,,,,,eye-tracker,3027030.634,1,1,1,1,2.2712,2.2759,19,3,,,759.6575,585.0699,794.463,506.3699,777.0603,545.7199,64.7571,64.7175,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027039.001,0,1,0,0,,,19,3,,,,,790.8683,545.8294,790.8683,545.8294,,64.7119,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027047.312,1,1,0,0,,,19,3,,,774.0072,570.6403,790.8683,545.8294,782.4378,558.2348,64.7403,64.7132,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027055.69,0,1,0,1,,2.2711,19,3,,,,,794.0778,537.5827,794.0778,537.5827,,64.7153,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027064.022,1,0,0,0,,,19,3,,,786.4993,575.6543,,,786.4993,575.6543,64.7181,,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027072.355,1,0,0,0,,,19,3,,,783.3986,578.0472,,,783.3986,578.0472,64.7099,,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027080.628,1,1,1,1,2.3797,2.2135,19,3,,,775.7648,575.2489,807.7361,518.0796,791.7505,546.6642,64.7036,64.7116,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027089.019,1,1,0,0,,,19,3,,,784.3331,585.7319,805.8238,517.2302,795.0784,551.4811,64.6908,64.7049,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027097.296,0,1,0,0,,,19,3,,,,,814.355,513.413,814.355,513.413,,64.7041,cca_1_validatecustomerdata.bpmn,Participant_1xfb7qz
,,,,,,eye-tracker,3027105.625,0,1,0,1,,2.5875,19,3,,,,,828.5033,539.877,828.5033,539.877,,64.7045,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027113.959,1,1,0,0,,,19,3,,,788.9455,583.3046,823.6435,536.1392,806.2945,559.7219,64.6699,64.6939,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027122.295,1,1,0,0,,,19,3,,,788.4813,581.5415,815.1676,539.0679,801.8245,560.3047,64.6738,64.6895,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027130.622,1,1,1,1,2.1361,2.3078,19,3,,,776.7359,560.4209,807.2936,518.8873,792.0148,539.6541,64.6892,64.6869,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027138.957,1,1,0,0,,,19,3,,,789.8927,569.8136,808.2602,516.5886,799.0764,543.2011,64.6995,64.6742,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027147.292,1,1,0,0,,,19,3,,,789.616,575.5352,809.803,517.901,799.7095,546.7181,64.7226,64.6675,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027155.62,1,1,1,1,2.3366,2.2831,19,3,,,799.1669,588.8134,809.8239,516.9362,804.4954,552.8748,64.7556,64.664,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027163.952,1,1,0,0,,,19,3,,,805.2604,596.4011,804.9346,550.5098,805.0975,573.4554,64.7883,64.6529,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027172.296,1,1,0,0,,,19,3,,,802.745,580.5527,814.2564,544.4372,808.5007,562.495,64.8311,64.65,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027180.617,1,1,1,1,2.2079,2.6484,19,3,,,796.9901,581.6296,818.3766,543.4747,807.6834,562.5522,64.8696,64.6507,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027188.95,0,1,0,0,,,19,3,,,,,781.7528,555.6494,781.7528,555.6494,,64.6433,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
,,,,,,eye-tracker,3027197.285,1,1,0,0,,,19,3,,,801.3691,588.3042,787.7879,541.8088,794.5785,565.0565,64.9279,64.6448,cca_1_validatecustomerdata.bpmn,Activity_09vlpx6
